Category,Field,Seller Level,Seller In Same Level,Basic Price,Standard Price,Premium Price,Basic Delivery,Standard Delivery,Premium Delivery,Basic Revision,Standard Revision,Premium Revision,Rating,Rating Count,Country,Member Since,Avg Response Time,Last Delivery,Language,Order in Queue,is_single_plan
Writing & Translation,ux-writing,top rated seller,2,$20,$40,$60,1 day,2 days,3 days,2,2,2,5.0,1,United Kingdom,N/A,N/A,N/A,"I speak English, Greek, Spanish",N/A,False
Writing & Translation,ux-writing,top rated seller,2,$100,$100,$100,7-day delivery,7-day delivery,7-day delivery,Unlimited Revisions,Unlimited Revisions,Unlimited Revisions,5.0,1,United States,N/A,N/A,N/A,"I speak English, Spanish",N/A,True
